,row_id,academic_subject,reporting_category,teks_number,grade_levels,teks_text,aware_text,teks_id,teks_display_path
0,1674,English,Reading/Fluency,110.18.b.1,6,Reading/Fluency. Students read grade-level text with fluency and comprehension. Students are expected to adjust fluency when reading aloud grade-level text based on the reading purpose and the nature of the text.,adjust fluency when reading aloud grade-level text based on the reading purpose and the nature of the text.,158021,110.18.1.A
1,1696,English,Reading/Comprehension of Informational Text/Expository Text,110.18.b.10,6,"Reading/Comprehension of Informational Text/Expository Text. Students analyze, make inferences and draw conclusions about expository text and provide evidence from text to support their understanding. Students are expected to:","Reading/Comprehension of Informational Text/Expository Text. Students analyze, make inferences and draw conclusions about expository text and provide evidence from text to support their understanding.",175591,110.18.10
2,1697,English,Reading/Comprehension of Informational Text/Expository Text,110.18.b.10.A,6,"summarize the main ideas and supporting details in text, demonstrating an understanding that a summary does not include opinions;","summarize the main ideas and supporting details in text, demonstrating an understanding that a summary does not include opinions.",158038,110.18.10.A
3,1698,English,Reading/Comprehension of Informational Text/Expository Text,110.18.b.10.B,6,explain whether facts included in an argument are used for or against an issue;,explain whether facts included in an argument are used for or against an issue.,158039,110.18.10.B
4,1699,English,Reading/Comprehension of Informational Text/Expository Text,110.18.b.10.C,6,"explain how different organizational patterns (e.g., proposition-and-support, problem-and-solution) develop the main idea and the author's viewpoint; and","explain how different organizational patterns (e.g., proposition-and-support, problem-and-solution) develop the main idea and the author's viewpoint.",158040,110.18.10.C
5,1700,English,Reading/Comprehension of Informational Text/Expository Text,110.18.b.10.D,6,synthesize and make logical connections between ideas within a text and across two or three texts representing similar or different genres.,synthesize and make logical connections between ideas within a text and across two or three texts representing similar or different genres.,158041,110.18.10.D
6,1701,English,Reading/Comprehension of Informational Text/Persuasive Text,110.18.b.11,6,"Reading/Comprehension of Informational Text/Persuasive Text. Students analyze, make inferences and draw conclusions about persuasive text and provide evidence from text to support their analysis. Students are expected to:","Reading/Comprehension of Informational Text/Persuasive Text. Students analyze, make inferences and draw conclusions about persuasive text and provide evidence from text to support their analysis.",175592,110.18.11
7,1702,English,Reading/Comprehension of Informational Text/Persuasive Text,110.18.b.11.A,6,"compare and contrast the structure and viewpoints of two different authors writing for the same purpose, noting the stated claim and supporting evidence; and","compare and contrast the structure and viewpoints of two different authors writing for the same purpose, noting the stated claim and supporting evidence.",158042,110.18.11.A
8,1703,English,Reading/Comprehension of Informational Text/Persuasive Text,110.18.b.11.B,6,identify simply faulty reasoning used in persuasive texts.,identify simply faulty reasoning used in persuasive texts.,158043,110.18.11.B
9,1704,English,Reading/Comprehension of Informational Text/Procedural Texts,110.18.b.12,6,Reading/Comprehension of Informational Text/Procedural Texts. Students understand how to glean and use information in procedural texts and documents. Students are expected to:,Reading/Comprehension of Informational Text/Procedural Texts. Students understand how to glean and use information in procedural texts and documents.,175593,110.18.12
10,1705,English,Reading/Comprehension of Informational Text/Procedural Texts,110.18.b.12.A,6,"follow multi-tasked instructions to complete a task, solve a problem, or perform procedures; and","follow multi-tasked instructions to complete a task, solve a problem, or perform procedures.",158044,110.18.12.A
11,1706,English,Reading/Comprehension of Informational Text/Procedural Texts,110.18.b.12.B,6,"interpret factual, quantitative, or technical information presented in maps, charts, illustrations, graphs, timelines, tables, and diagrams.","interpret factual, quantitative, or technical information presented in maps, charts, illustrations, graphs, timelines, tables, and diagrams.",158045,110.18.12.B
12,1707,English,Reading/Media Literacy,110.18.b.13,6,"Reading/Media Literacy. Students use comprehension skills to analyze how words, images, graphics, and sounds work together in various forms to impact meaning. Students will continue to apply earlier standards with greater depth in increasingly more complex texts. Students are expected to:","Reading/Media Literacy. Students use comprehension skills to analyze how words, images, graphics, and sounds work together in various forms to impact meaning. Students will continue to apply earlier standards with greater depth in increasingly more complex texts.",175594,110.18.13
13,1708,English,Reading/Media Literacy,110.18.b.13.A,6,explain messages conveyed in various forms of media;,explain messages conveyed in various forms of media.,158046,110.18.13.A
14,1709,English,Reading/Media Literacy,110.18.b.13.B,6,recognize how various techniques influence viewers' emotions;,recognize how various techniques influence viewers' emotions.,158047,110.18.13.B
15,1710,English,Reading/Media Literacy,110.18.b.13.C,6,"critique persuasive techniques (e.g., testimonials, bandwagon appeal) used in media messages; and","critique persuasive techniques (e.g., testimonials, bandwagon appeal) used in media messages.",158048,110.18.13.C
16,1711,English,Reading/Media Literacy,110.18.b.13.D,6,analyze various digital media venues for levels of formality and informality.,analyze various digital media venues for levels of formality and informality.,158049,110.18.13.D
17,1715,English,Writing/Writing Process,110.18.b.14,6,"Writing/Writing Process. Students use elements of the writing process (planning, drafting, revising, editing, and publishing) to compose text. Students are expected to:","Writing/Writing Process. Students use elements of the writing process (planning, drafting, revising, editing, and publishing) to compose text.",175595,110.18.14
18,1716,English,Writing/Writing Process,110.18.b.14.A,6,"plan a first draft by selecting a genre appropriate for conveying the intended meaning to an audience, determining appropriate topics through a range of strategies (e.g., discussion, background reading, personal interests, interviews), and developing a thesis or controlling idea;","plan a first draft by selecting a genre appropriate for conveying the intended meaning to an audience, determining appropriate topics through a range of strategies (e.g., discussion, background reading, personal interests, interviews), and developing a thesis or controlling idea.",158050,110.18.14.A
19,1717,English,Writing/Writing Process,110.18.b.14.B,6,"develop drafts by choosing an appropriate organizational strategy (e.g., sequence of events, cause-effect, compare-contrast) and building on ideas to create a focused, organized, and coherent piece of writing;","develop drafts by choosing an appropriate organizational strategy (e.g., sequence of events, cause-effect, compare-contrast) and building on ideas to create a focused, organized, and coherent piece of writing.",158051,110.18.14.B
20,1718,English,Writing/Writing Process,110.18.b.14.C,6,"revise drafts to clarify meaning, enhance style, include simple and compound sentences, and improve transitions by adding, deleting, combining, and rearranging sentences or larger units of text after rethinking how well questions of purpose, audience, and genre have been addressed;","revise drafts to clarify meaning, enhance style, include simple and compound sentences, and improve transitions by adding, deleting, combining, and rearranging sentences or larger units of text after rethinking how well questions of purpose, audience, and genre have been addressed.",158052,110.18.14.C
21,1712,English,Writing/Writing Process,110.18.b.14.D,6,"edit drafts for grammar, mechanics, and spelling; and","edit drafts for grammar, mechanics, and spelling.",158053,110.18.14.D
22,1713,English,Writing/Writing Process,110.18.b.14.E,6,revise final draft in response to feedback from peers and teacher and publish written work for appropriate audiences.,revise final draft in response to feedback from peers and teacher and publish written work for appropriate audiences.,158054,110.18.14.E
23,1719,English,Writing/Literary Texts,110.18.b.15,6,"Writing/Literary Texts. Students write literary texts to express their ideas and feelings about real or imagined people, events, and ideas. Students are expected to:","Writing/Literary Texts. Students write literary texts to express their ideas and feelings about real or imagined people, events, and ideas.",175596,110.18.15
24,1714,English,Writing/Literary Texts,110.18.b.15.A,6,write imaginative stories that include:,write imaginative stories that include,175820,110.18.15.A
25,1694,English,Writing/Literary Texts,110.18.b.15.A.i,6,"a clearly defined focus, plot, and point of view;","write imaginative stories that include a clearly defined focus, plot, and point of view.",158055,110.18.15.Ai
26,1695,English,Writing/Literary Texts,110.18.b.15.A.ii,6,"a specific, believable setting created through the use of sensory details; and","write imaginative stories that include a specific, believable setting created through the use of sensory details.",158056,110.18.15.Aii
27,1720,English,Writing/Literary Texts,110.18.b.15.A.iii,6,dialogue that develops the story; and,write imaginative stories that include dialogue that develops the story.,158057,110.18.15.Aiii
28,1721,English,Writing/Literary Texts,110.18.b.15.B,6,write poems using:,write poems using,175821,110.18.15.B
29,1722,English,Writing/Literary Texts,110.18.b.15.B.i,6,"poetic techniques (e.g., alliteration, onomatopoeia);","write poems using poetic techniques (e.g., alliteration, onomatopoeia).",158058,110.18.15.Bi
30,1723,English,Writing/Literary Texts,110.18.b.15.B.ii,6,"figurative language (e.g., similes, metaphors); and","write poems using figurative language (e.g., similes, metaphors).",158059,110.18.15.Bii
31,1724,English,Writing/Literary Texts,110.18.b.15.B.iii,6,"graphic elements (e.g., capital letters, line length).","write poems using graphic elements (e.g., capital letters, line length).",158060,110.18.15.Biii
32,1725,English,Writing,110.18.b.16,6,Writing. Students write about their own experiences. Students are expected to write a personal narrative that has a clearly defined focus and communicates the importance of or reasons for actions and/or consequences.,write a personal narrative that has a clearly defined focus and communicates the importance of or reasons for actions and/or consequences.,158061,110.18.16.A
33,1726,English,Writing/Expository and Procedural Texts,110.18.b.17,6,Writing/Expository and Procedural Texts. Students write expository and procedural or work-related texts to communicate ideas and information to specific audiences for specific purposes. Students are expected to:,Writing/Expository and Procedural Texts. Students write expository and procedural or work-related texts to communicate ideas and information to specific audiences for specific purposes.,175598,110.18.17
34,1727,English,Writing/Expository and Procedural Texts,110.18.b.17.A,6,create multi-paragraph essays to convey information about a topic that:,create multi-paragraph essays to convey information about a topic that,175822,110.18.17.A
35,1728,English,Writing/Expository and Procedural Texts,110.18.b.17.A.i,6,present effective introductions and concluding paragraphs;,create multi-paragraph essays to convey information about a topic that present effective introductions and concluding paragraphs.,158062,110.18.17.Ai
36,1729,English,Writing/Expository and Procedural Texts,110.18.b.17.A.ii,6,guide and inform the reader's understanding of key ideas and evidence;,create multi-paragraph essays to convey information about a topic that guide and inform the reader's understanding of key ideas and evidence.,158063,110.18.17.Aii
37,1730,English,Writing/Expository and Procedural Texts,110.18.b.17.A.iii,6,"include specific facts, details, and examples in an appropriately organized structure; and","create multi-paragraph essays to convey information about a topic that include specific facts, details, and examples in an appropriately organized structure.",158064,110.18.17.Aiii
38,1731,English,Writing/Expository and Procedural Texts,110.18.b.17.A.iv,6,use a variety of sentence structures and transitions to link paragraphs;,create multi-paragraph essays to convey information about a topic that use a variety of sentence structures and transitions to link paragraphs.,158065,110.18.17.Aiv
39,1732,English,Writing/Expository and Procedural Texts,110.18.b.17.B,6,"write informal letters that convey ideas, include important information, demonstrate a sense of closure, and use appropriate conventions (e.g., date, salutation, closing);","write informal letters that convey ideas, include important information, demonstrate a sense of closure, and use appropriate conventions (e.g., date, salutation, closing).",158066,110.18.17.B
40,1733,English,Writing/Expository and Procedural Texts,110.18.b.17.C,6,write responses to literary or expository texts and provide evidence from the text to demonstrate understanding; and,write responses to literary or expository texts and provide evidence from the text to demonstrate understanding.,158067,110.18.17.C
41,1734,English,Writing/Expository and Procedural Texts,110.18.b.17.D,6,produce a multimedia presentation involving text and graphics using available technology.,produce a multimedia presentation involving text and graphics using available technology.,158068,110.18.17.D
42,1736,English,Writing/Persuasive Texts,110.18.b.18,6,"Writing/Persuasive Texts. Students write persuasive texts to influence the attitudes or actions of a specific audience on specific issues. Students are expected to write persuasive essays for appropriate audiences that establish a position and include sound reasoning, detailed and relevant evidence, and consideration of alternatives.","write persuasive essays for appropriate audiences that establish a position and include sound reasoning, detailed and relevant evidence, and consideration of alternatives.",158069,110.18.18.A
43,1737,English,Oral and Written Conventions/Conventions,110.18.b.19,6,Oral and Written Conventions/Conventions. Students understand the function of and use the conventions of academic language when speaking and writing. Students will continue to apply earlier standards with greater complexity. Students are expected to:,Oral and Written Conventions/Conventions. Students understand the function of and use the conventions of academic language when speaking and writing. Students will continue to apply earlier standards with greater complexity.,175600,110.18.19
44,1738,English,Oral and Written Conventions/Conventions,110.18.b.19.A,6,"use and understand the function of the following parts of speech in the context of reading, writing, and speaking:","use and understand the function of the following parts of speech in the context of reading, writing, and speaking",175823,110.18.19.A
45,1739,English,Oral and Written Conventions/Conventions,110.18.b.19.A.i,6,verbs (irregular verbs and active and passive voice);,"use and understand the function of the following parts of speech in the context of reading, writing, and speaking verbs (irregular verbs and active and passive voice).",158070,110.18.19.Ai
46,1740,English,Oral and Written Conventions/Conventions,110.18.b.19.A.ii,6,"non-count nouns (e.g., rice, paper);","use and understand the function of the following parts of speech in the context of reading, writing, and speaking non-count nouns (e.g., rice, paper).",158071,110.18.19.Aii
47,1741,English,Oral and Written Conventions/Conventions,110.18.b.19.A.iii,6,"predicate adjectives (She is intelligent.) and their comparative and superlative forms (e.g., many, more, most);","use and understand the function of the following parts of speech in the context of reading, writing, and speaking predicate adjectives (She is intelligent.) and their comparative and superlative forms (e.g., many, more, most).",158072,110.18.19.Aiii
48,1742,English,Oral and Written Conventions/Conventions,110.18.b.19.A.iv,6,"conjunctive adverbs (e.g., consequently, furthermore, indeed);","use and understand the function of the following parts of speech in the context of reading, writing, and speaking conjunctive adverbs (e.g., consequently, furthermore, indeed).",158073,110.18.19.Aiv
49,1743,English,Oral and Written Conventions/Conventions,110.18.b.19.A.v,6,"prepositions and prepositional phrases to convey location, time, direction, or to provide details;","use and understand the function of the following parts of speech in the context of reading, writing, and speaking prepositions and prepositional phrases to convey location, time, direction, or to provide details.",158074,110.18.19.Av
50,1744,English,Oral and Written Conventions/Conventions,110.18.b.19.A.vi,6,"indefinite pronouns (e.g., all, both, nothing, anything);","use and understand the function of the following parts of speech in the context of reading, writing, and speaking indefinite pronouns (e.g., all, both, nothing, anything).",158075,110.18.19.Avi
51,1745,English,Oral and Written Conventions/Conventions,110.18.b.19.A.vii,6,"subordinating conjunctions (e.g., while, because, although, if); and","use and understand the function of the following parts of speech in the context of reading, writing, and speaking subordinating conjunctions (e.g., while, because, although, if).",158076,110.18.19.Avii
52,1746,English,Oral and Written Conventions/Conventions,110.18.b.19.A.viii,6,"transitional words and phrases that demonstrate an understanding of the function of the transition related to the organization of the writing (e.g., on the contrary, in addition to);","use and understand the function of the following parts of speech in the context of reading, writing, and speaking transitional words and phrases that demonstrate an understanding of the function of the transition related to the organization of the writing (e.g., on the contrary, in addition to).",158077,110.18.19.Aviii
53,1747,English,Oral and Written Conventions/Conventions,110.18.b.19.B,6,differentiate between the active and passive voice and know how to use them both; and,differentiate between the active and passive voice and know how to use them both.,158078,110.18.19.B
54,1748,English,Oral and Written Conventions/Conventions,110.18.b.19.C,6,use complete simple and compound sentences with correct subject-verb agreement.,use complete simple and compound sentences with correct subject-verb agreement.,158079,110.18.19.C
55,1675,English,Reading/Vocabulary Development,110.18.b.2,6,Reading/Vocabulary Development. Students understand new vocabulary and use it when reading and writing. Students are expected to:,Reading/Vocabulary Development. Students understand new vocabulary and use it when reading and writing.,175601,110.18.2
56,1676,English,Reading/Vocabulary Development,110.18.b.2.A,6,"determine the meaning of grade-level academic English words derived from Latin, Greek, or other linguistic roots and affixes;","determine the meaning of grade-level academic English words derived from Latin, Greek, or other linguistic roots and affixes.",158022,110.18.2.A
57,1677,English,Reading/Vocabulary Development,110.18.b.2.B,6,"use context (e.g., cause and effect or compare and contrast organizational text structures) to determine or clarify the meaning of unfamiliar or multiple meaning words;","use context (e.g., cause and effect or compare and contrast organizational text structures) to determine or clarify the meaning of unfamiliar or multiple meaning words.",158023,110.18.2.B
