,row_id,academic_subject,reporting_category,teks_number,grade_levels,teks_text,aware_text,teks_id,teks_display_path
0,2486,English,Reading/Vocabulary Development,110.32.b.1,"9, 10, 11, 12",Reading/Vocabulary Development. Students understand new vocabulary and use it when reading and writing. Students are expected to:,Reading/Vocabulary Development. Students understand new vocabulary and use it when reading and writing.,175700,110.32.1
1,2487,English,Reading/Vocabulary Development,110.32.b.1.A,"9, 10, 11, 12","determine the meaning of grade-level technical academic English words in multiple content areas (e.g., science, mathematics, social studies, the arts) derived from Latin, Greek, or other linguistic roots and affixes;","determine the meaning of grade-level technical academic English words in multiple content areas (e.g., science, mathematics, social studies, the arts) derived from Latin, Greek, or other linguistic roots and affixes.",158440,110.32.1.A
2,2491,English,Reading/Vocabulary Development,110.32.b.1.B,"9, 10, 11, 12",analyze textual context (within a sentence and in larger sections of text) to distinguish between the denotative and connotative meanings of words;,analyze textual context (within a sentence and in larger sections of text) to distinguish between the denotative and connotative meanings of words.,158441,110.32.1.B
3,2492,English,Reading/Vocabulary Development,110.32.b.1.C,"9, 10, 11, 12",infer word meaning through the identification and analysis of analogies and other word relationships;,infer word meaning through the identification and analysis of analogies and other word relationships.,158442,110.32.1.C
4,2493,English,Reading/Vocabulary Development,110.32.b.1.D,"9, 10, 11, 12","show the relationship between the origins and meaning of foreign words or phrases used frequently in written English and historical events or developments (e.g., glasnost, avant-garde, coup d'état); and","show the relationship between the origins and meaning of foreign words or phrases used frequently in written English and historical events or developments (e.g., glasnost, avant-garde, coup d'+¬tat).",158443,110.32.1.D
5,2494,English,Reading/Vocabulary Development,110.32.b.1.E,"9, 10, 11, 12","use a dictionary, a glossary, or a thesaurus (printed or electronic) to determine or confirm the meanings of words and phrases, including their connotations and denotations, and their etymology.","use a dictionary, a glossary, or a thesaurus (printed or electronic) to determine or confirm the meanings of words and phrases, including their connotations and denotations, and their etymology.",158444,110.32.1.E
6,2521,English,Reading/Comprehension of Informational Text/Persuasive Text,110.32.b.10,"9, 10, 11, 12","Reading/Comprehension of Informational Text/Persuasive Text. Students analyze, make inferences and draw conclusions about persuasive text and provide evidence from text to support their analysis. Students are expected to:","Reading/Comprehension of Informational Text/Persuasive Text. Students analyze, make inferences and draw conclusions about persuasive text and provide evidence from text to support their analysis.",175701,110.32.10
7,2522,English,Reading/Comprehension of Informational Text/Persuasive Text,110.32.b.10.A,"9, 10, 11, 12",explain shifts in perspective in arguments about the same topic and evaluate the accuracy of the evidence used to support the different viewpoints within those arguments; and,explain shifts in perspective in arguments about the same topic and evaluate the accuracy of the evidence used to support the different viewpoints within those arguments.,158461,110.32.10.A
8,2523,English,Reading/Comprehension of Informational Text/Persuasive Text,110.32.b.10.B,"9, 10, 11, 12","analyze contemporary political debates for such rhetorical and logical fallacies as appeals to commonly held opinions, false dilemmas, appeals to pity, and personal attacks.","analyze contemporary political debates for such rhetorical and logical fallacies as appeals to commonly held opinions, false dilemmas, appeals to pity, and personal attacks.",158462,110.32.10.B
9,2524,English,Reading/Comprehension of Informational Text/Procedural Texts,110.32.b.11,"9, 10, 11, 12",Reading/Comprehension of Informational Text/Procedural Texts. Students understand how to glean and use information in procedural texts and documents. Students are expected to:,Reading/Comprehension of Informational Text/Procedural Texts. Students understand how to glean and use information in procedural texts and documents.,175702,110.32.11
10,2504,English,Reading/Comprehension of Informational Text/Procedural Texts,110.32.b.11.A,"9, 10, 11, 12",evaluate text for the clarity of its graphics and its visual appeal; and,evaluate text for the clarity of its graphics and its visual appeal.,158463,110.32.11.A
11,2525,English,Reading/Comprehension of Informational Text/Procedural Texts,110.32.b.11.B,"9, 10, 11, 12","synthesize information from multiple graphical sources to draw conclusions about the ideas presented (e.g., maps, charts, schematics).","synthesize information from multiple graphical sources to draw conclusions about the ideas presented (e.g., maps, charts, schematics).",158464,110.32.11.B
12,2526,English,Reading/Media Literacy,110.32.b.12,"9, 10, 11, 12","Reading/Media Literacy. Students use comprehension skills to analyze how words, images, graphics, and sounds work together in various forms to impact meaning. Students will continue to apply earlier standards with greater depth in increasingly more complex texts. Students are expected to:","Reading/Media Literacy. Students use comprehension skills to analyze how words, images, graphics, and sounds work together in various forms to impact meaning. Students will continue to apply earlier standards with greater depth in increasingly more complex texts.",175703,110.32.12
13,2505,English,Reading/Media Literacy,110.32.b.12.A,"9, 10, 11, 12",evaluate how messages presented in media reflect social and cultural views in ways different from traditional texts;,evaluate how messages presented in media reflect social and cultural views in ways different from traditional texts.,158465,110.32.12.A
14,2527,English,Reading/Media Literacy,110.32.b.12.B,"9, 10, 11, 12","analyze how messages in media are conveyed through visual and sound techniques (e.g., editing, reaction shots, sequencing, background music);","analyze how messages in media are conveyed through visual and sound techniques (e.g., editing, reaction shots, sequencing, background music).",158466,110.32.12.B
15,2506,English,Reading/Media Literacy,110.32.b.12.C,"9, 10, 11, 12",examine how individual perception or bias in coverage of the same event influences the audience; and,examine how individual perception or bias in coverage of the same event influences the audience.,158467,110.32.12.C
16,2488,English,Reading/Media Literacy,110.32.b.12.D,"9, 10, 11, 12",evaluate changes in formality and tone within the same medium for specific audiences and purposes.,evaluate changes in formality and tone within the same medium for specific audiences and purposes.,158468,110.32.12.D
17,2528,English,Writing/Writing Process,110.32.b.13,"9, 10, 11, 12","Writing/Writing Process. Students use elements of the writing process (planning, drafting, revising, editing, and publishing) to compose text. Students are expected to:","Writing/Writing Process. Students use elements of the writing process (planning, drafting, revising, editing, and publishing) to compose text.",175704,110.32.13
18,2529,English,Writing/Writing Process,110.32.b.13.A,"9, 10, 11, 12","plan a first draft by selecting the correct genre for conveying the intended meaning to multiple audiences, determining appropriate topics through a range of strategies (e.g., discussion, background reading, personal interests, interviews), and developing a thesis or controlling idea;","plan a first draft by selecting the correct genre for conveying the intended meaning to multiple audiences, determining appropriate topics through a range of strategies (e.g., discussion, background reading, personal interests, interviews), and developing a thesis or controlling idea.",158469,110.32.13.A
19,2530,English,Writing/Writing Process,110.32.b.13.B,"9, 10, 11, 12","structure ideas in a sustained and persuasive way (e.g., using outlines, note taking, graphic organizers, lists) and develop drafts in timed and open-ended situations that include transitions and rhetorical devices used to convey meaning;","structure ideas in a sustained and persuasive way (e.g., using outlines, note taking, graphic organizers, lists) and develop drafts in timed and open-ended situations that include transitions and rhetorical devices used to convey meaning.",158470,110.32.13.B
20,2531,English,Writing/Writing Process,110.32.b.13.C,"9, 10, 11, 12","revise drafts to improve style, word choice, figurative language, sentence variety, and subtlety of meaning after rethinking how well questions of purpose, audience, and genre have been addressed;","revise drafts to improve style, word choice, figurative language, sentence variety, and subtlety of meaning after rethinking how well questions of purpose, audience, and genre have been addressed.",158471,110.32.13.C
21,2489,English,Writing/Writing Process,110.32.b.13.D,"9, 10, 11, 12","edit drafts for grammar, mechanics, and spelling; and","edit drafts for grammar, mechanics, and spelling.",158472,110.32.13.D
22,2490,English,Writing/Writing Process,110.32.b.13.E,"9, 10, 11, 12",revise final draft in response to feedback from peers and teacher and publish written work for appropriate audiences.,revise final draft in response to feedback from peers and teacher and publish written work for appropriate audiences.,158473,110.32.13.E
23,2532,English,Writing/Literary Texts,110.32.b.14,"9, 10, 11, 12","Writing/Literary Texts. Students write literary texts to express their ideas and feelings about real or imagined people, events, and ideas. Students are responsible for at least two forms of literary writing. Students are expected to:","Writing//Literary Texts. Students write literary texts to express their ideas and feelings about real or imagined people, events, and ideas. Students are responsible for at least two forms of literary writing.",175705,110.32.14
24,2536,English,Writing/Literary Texts,110.32.b.14.A,"9, 10, 11, 12","write an engaging story with a well-developed conflict and resolution, interesting and believable characters, a range of literary strategies (e.g., dialogue, suspense) and devices to enhance the plot, and sensory details that define the mood or tone;","write an engaging story with a well-developed conflict and resolution, interesting and believable characters, a range of literary strategies (e.g., dialogue, suspense) and devices to enhance the plot, and sensory details that define the mood or tone.",158474,110.32.14.A
25,2537,English,Writing/Literary Texts,110.32.b.14.B,"9, 10, 11, 12","write a poem using a variety of poetic techniques (e.g., structural elements, figurative language) and a variety of poetic forms (e.g., sonnets, ballads); and","write a poem using a variety of poetic techniques (e.g., structural elements, figurative language) and a variety of poetic forms (e.g., sonnets, ballads).",158475,110.32.14.B
