,row_id,academic_subject,reporting_category,teks_number,grade_levels,teks_text,aware_text,teks_id,teks_display_path
0,1556,English,Reading/Fluency,110.16.b.1,5,"Reading/Fluency. Students read grade-level text with fluency and comprehension. Students are expected to read aloud grade-level stories with fluency (rate, accuracy, expression, appropriate phrasing) and comprehension.","read aloud grade-level stories with fluency (rate, accuracy, expression, appropriate phrasing) and comprehension.",157927,110.16.1.A
1,1576,English,Reading/Comprehension of Informational Text/Culture and History,110.16.b.10,5,"Reading/Comprehension of Informational Text/Culture and History. Students analyze, make inferences and draw conclusions about the author's purpose in cultural, historical, and contemporary contexts and provide evidence from the text to support their understanding. Students are expected to draw conclusions from the information presented by an author and evaluate how well the author's purpose was achieved.",draw conclusions from the information presented by an author and evaluate how well the author's purpose was achieved.,157944,110.16.10.A
2,1577,English,Reading/Comprehension of Informational Text/Expository Text,110.16.b.11,5,"Reading/Comprehension of Informational Text/Expository Text. Students analyze, make inferences and draw conclusions about expository text and provide evidence from text to support their understanding. Students are expected to:","Reading/Comprehension of Informational Text/Expository Text. Students analyze, make inferences and draw conclusions about expository text and provide evidence from text to support their understanding.",175563,110.16.11
3,1578,English,Reading/Comprehension of Informational Text/Expository Text,110.16.b.11.A,5,summarize the main ideas and supporting details in a text in ways that maintain meaning and logical order;,summarize the main ideas and supporting details in a text in ways that maintain meaning and logical order.,157945,110.16.11.A
4,1579,English,Reading/Comprehension of Informational Text/Expository Text,110.16.b.11.B,5,determine the facts in text and verify them through established methods;,determine the facts in text and verify them through established methods.,157946,110.16.11.B
5,1582,English,Reading/Comprehension of Informational Text/Expository Text,110.16.b.11.C,5,"analyze how the organizational pattern of a text (e.g., cause-and-effect, compare-and-contrast, sequential order, logical order, classification schemes) influences the relationships among the ideas;","analyze how the organizational pattern of a text (e.g., cause-and-effect, compare-and-contrast, sequential order, logical order, classification schemes) influences the relationships among the ideas.",157947,110.16.11.C
6,1583,English,Reading/Comprehension of Informational Text/Expository Text,110.16.b.11.D,5,use multiple text features and graphics to gain an overview of the contents of text and to locate information; and,use multiple text features and graphics to gain an overview of the contents of text and to locate information.,157948,110.16.11.D
7,1584,English,Reading/Comprehension of Informational Text/Expository Text,110.16.b.11.E,5,synthesize and make logical connections between ideas within a text and across two or three texts representing similar or different genres.,synthesize and make logical connections between ideas within a text and across two or three texts representing similar or different genres.,157949,110.16.11.E
8,1585,English,Reading/Comprehension of Informational Text/Persuasive Text,110.16.b.12,5,"Reading/Comprehension of Informational Text/Persuasive Text. Students analyze, make inferences and draw conclusions about persuasive text and provide evidence from text to support their analysis. Students are expected to:","Reading/Comprehension of Informational Text/Persuasive Text. Students analyze, make inferences and draw conclusions about persuasive text and provide evidence from text to support their analysis.",175564,110.16.12
9,1586,English,Reading/Comprehension of Informational Text/Persuasive Text,110.16.b.12.A,5,"identify the author's viewpoint or position and explain the basic relationships among ideas (e.g., parallelism, comparison, causality) in the argument; and","identify the author's viewpoint or position and explain the basic relationships among ideas (e.g., parallelism, comparison, causality) in the argument.",157950,110.16.12.A
